id,marital_status,custody_status,count_prison_stays,time_in_prison,case_m,case_f,case_total,case_hard,case_drug,case_gambling,age_first_offense,count_arrest
5942,Single,Jail Inmate,0,,3,5,14,0,5,0,19,10
5943,Single,Jail Inmate,0,,2,2,6,0,0,0,25,1
5944,Single,Pretrial Defendant,0,,1,4,5,1,0,0,15,6
5945,Married,Jail Inmate,0,,0,1,1,0,0,0,70,1
5946,Single,Jail Inmate,0,,1,0,15,0,0,0,18,1
5947,Single,Jail Inmate,0,,3,0,3,0,0,0,30,5
5948,Married,Residential Program,0,,1,0,10,0,0,0,55,4
5949,Single,Pretrial Defendant,2,22906,13,5,25,0,3,0,17,13
5950,Single,Jail Inmate,2,25136,7,1,8,0,4,0,28,8
5951,Single,Pretrial Defendant,0,,0,1,1,0,0,0,30,1
5952,Single,Pretrial Defendant,0,,6,7,26,0,4,0,17,15
5953,Married,Jail Inmate,0,,17,7,56,2,0,0,30,37
5954,Separated,Pretrial Defendant,0,,1,0,1,0,0,0,53,1
5955,Single,Probation,2,4146,4,1,16,0,0,0,18,6
5956,Single,Jail Inmate,0,,1,0,1,0,0,0,33,1
5957,Single,Jail Inmate,0,,10,3,29,1,0,0,20,12
5958,Single,Pretrial Defendant,0,,2,2,6,1,0,0,19,1
5959,Divorced,Jail Inmate,0,,0,3,3,1,0,0,39,4
5960,Married,Jail Inmate,0,,1,0,11,0,0,0,49,1
5961,Single,Jail Inmate,0,,1,0,1,0,0,0,25,1
5962,Single,Jail Inmate,0,,0,3,5,0,0,0,18,3
5963,Single,Jail Inmate,0,,0,8,8,0,0,0,19,8
5964,Single,Pretrial Defendant,0,,0,1,2,1,0,0,19,1
5965,Single,Pretrial Defendant,0,,9,1,16,0,1,0,17,5
5966,Significant Other,Jail Inmate,0,,2,0,19,0,1,0,18,1
5967,Single,Pretrial Defendant,5,74328,24,19,43,2,27,0,18,38
5968,Single,Jail Inmate,0,,19,7,29,0,11,0,51,21
5969,Single,Pretrial Defendant,0,,3,0,5,0,1,0,30,1
5970,Significant Other,Jail Inmate,0,,4,1,18,1,0,0,25,0
5971,Single,Jail Inmate,0,,5,2,9,0,0,0,20,9
5972,Divorced,Jail Inmate,0,,1,4,6,1,1,0,25,9
5973,Single,Pretrial Defendant,0,,6,9,16,2,0,0,23,8
5974,Single,Jail Inmate,0,,2,2,8,0,0,0,17,5
5975,Separated,Jail Inmate,0,,8,1,12,0,1,0,28,9
5976,Single,Jail Inmate,0,,1,2,4,0,1,0,26,2
5977,Single,Jail Inmate,0,,6,6,14,0,0,0,14,3
5978,Single,Jail Inmate,2,15984,5,11,18,1,4,0,19,18
5979,Single,Pretrial Defendant,2,8232,3,1,5,0,1,0,37,4
5980,Single,Jail Inmate,0,,0,1,2,0,0,0,26,0
5981,Divorced,Jail Inmate,0,,4,0,9,0,0,0,41,1
5982,Single,Jail Inmate,0,,5,1,15,0,1,0,18,1
5983,Single,Jail Inmate,0,,,,,,,,,0
5984,Single,Jail Inmate,0,,4,1,15,0,0,0,25,3
5985,Single,Jail Inmate,0,,2,0,2,0,0,0,61,0
5986,Single,Jail Inmate,0,,1,2,3,0,1,0,19,3
5987,Single,Jail Inmate,0,,18,7,39,1,4,0,25,23
5988,Married,Jail Inmate,0,,1,0,3,0,0,0,20,1
5989,Married,Pretrial Defendant,0,,1,0,1,0,0,0,42,1
5990,Single,Jail Inmate,0,,1,3,4,1,0,0,17,2
5991,Married,Jail Inmate,0,,0,1,1,0,0,0,64,1
5992,Single,Jail Inmate,0,,2,1,11,1,0,0,20,3
5993,Divorced,Jail Inmate,0,,3,1,6,0,0,0,45,1
5994,Single,Jail Inmate,0,,3,2,5,0,0,0,18,3
5995,Single,Jail Inmate,0,,6,3,18,1,0,0,22,7
5996,Single,Jail Inmate,0,,33,16,75,2,19,0,19,48
5997,Single,Pretrial Defendant,0,,2,3,19,3,0,0,18,7
5998,Single,Jail Inmate,0,,1,1,2,0,1,0,34,1
5999,Single,Jail Inmate,0,,5,2,18,0,3,0,24,0
6000,Single,Jail Inmate,0,,5,1,8,0,3,0,20,5
6001,Single,Jail Inmate,2,26179,15,12,54,0,4,0,16,47
6002,Single,Pretrial Defendant,0,,1,0,1,0,0,0,33,1
6003,Single,Jail Inmate,0,,1,0,7,0,0,0,23,0
6004,Single,Jail Inmate,0,,1,1,6,1,0,0,23,2
6005,Single,Pretrial Defendant,2,11070,6,9,17,1,2,0,23,15
6006,Single,Jail Inmate,1,7154,3,6,23,2,0,0,20,14
6007,Single,Pretrial Defendant,0,,0,4,4,1,0,0,30,4
6008,Single,Jail Inmate,0,,4,0,4,0,0,0,30,4
6009,Single,Pretrial Defendant,0,,10,1,22,0,0,0,23,16
6010,Single,Jail Inmate,0,,1,0,2,0,0,0,48,2
6011,Single,Jail Inmate,0,,0,4,5,0,0,0,16,4
6012,Single,Jail Inmate,1,376,1,0,2,0,0,0,19,0
6013,Single,Pretrial Defendant,0,,1,1,2,0,0,0,26,2
6014,Single,Pretrial Defendant,1,19987,10,11,25,2,1,0,18,23
6015,Married,Jail Inmate,0,,2,3,5,2,0,0,45,3
6016,Single,Jail Inmate,0,,0,2,2,0,1,0,20,2
6017,Divorced,Jail Inmate,0,,,,,,,,,0
6018,Single,Jail Inmate,0,,0,0,1,0,0,0,26,0
6019,Single,Jail Inmate,0,,9,4,15,1,2,0,19,6
6020,Single,Jail Inmate,0,,14,3,17,0,4,0,41,13
6021,Single,Pretrial Defendant,0,,11,2,18,0,0,0,25,5
6022,Single,Jail Inmate,3,40068,2,9,17,4,0,0,28,9
6023,Married,Jail Inmate,0,,1,2,3,2,0,0,51,3
6024,Single,Pretrial Defendant,0,,4,1,6,0,0,0,24,4
6025,Single,Jail Inmate,0,,0,8,8,1,0,0,26,2
6026,Separated,Jail Inmate,0,,1,2,3,1,0,0,52,3
6027,Single,Jail Inmate,0,,12,6,19,1,2,0,23,18
6028,Single,Pretrial Defendant,0,,4,5,10,0,4,0,16,14
6029,Single,Jail Inmate,0,,0,7,11,3,0,0,18,12
6030,Single,Jail Inmate,0,,7,8,30,4,0,0,24,16
6031,Single,Jail Inmate,0,,4,3,13,0,0,0,20,10
6032,Single,Jail Inmate,0,,1,0,2,0,0,0,18,1
6033,Single,Pretrial Defendant,0,,2,4,7,0,1,0,18,5
6034,Single,Jail Inmate,0,,7,7,23,2,0,0,18,6
6035,Married,Jail Inmate,0,,2,6,10,0,0,0,42,1
6036,Single,Jail Inmate,0,,0,2,2,1,0,0,18,2
6037,Single,Jail Inmate,0,,1,0,13,0,0,0,49,0
6038,Married,Pretrial Defendant,0,,35,16,84,0,20,0,18,75
6039,Single,Jail Inmate,0,,3,1,16,0,0,0,38,3
6040,Single,Jail Inmate,0,,2,0,3,0,0,0,28,1
6041,Separated,Jail Inmate,0,,4,2,10,0,0,0,41,5
6042,Significant Other,Jail Inmate,0,,5,2,9,1,2,0,20,6
6042,Single,Jail Inmate,0,,5,2,9,1,2,0,20,8
6043,Married,Jail Inmate,0,,3,1,16,0,0,0,24,4
6044,Single,Jail Inmate,0,,0,8,8,3,0,0,18,2
6045,Single,Pretrial Defendant,0,,2,0,5,0,0,0,25,0
6046,Married,Jail Inmate,0,,18,5,35,0,1,0,17,33
6047,Divorced,Jail Inmate,0,,7,1,11,0,0,0,43,12
6048,Single,Jail Inmate,0,,6,7,28,1,2,0,18,11
6049,Single,Jail Inmate,0,,,,,,,,,0
6050,Single,Pretrial Defendant,0,,4,0,4,1,0,0,22,4
6051,Single,Jail Inmate,0,,3,0,5,0,0,0,13,3
6052,Single,Jail Inmate,0,,16,13,44,3,7,1,18,54
6053,Single,Jail Inmate,0,,,,,,,,,0
6054,Married,Jail Inmate,0,,1,0,1,0,0,0,46,1
6055,Single,Jail Inmate,0,,2,2,10,1,0,0,21,2
6056,Single,Jail Inmate,2,24633,15,13,38,3,12,0,19,63
6057,Single,Jail Inmate,0,,,,,,,,,0
6058,Married,Jail Inmate,0,,5,0,11,1,0,0,28,2
6058,Single,Jail Inmate,0,,5,0,11,1,0,0,28,3
6059,Single,Pretrial Defendant,0,,10,0,21,0,0,0,43,18
6060,Single,Jail Inmate,0,,5,15,26,8,2,0,16,15
6061,Married,Pretrial Defendant,0,,2,2,7,2,0,0,28,4
6062,Single,Pretrial Defendant,0,,6,2,9,2,1,0,45,15
6063,Single,Pretrial Defendant,0,,3,2,12,0,0,0,43,4
6064,Separated,Pretrial Defendant,0,,1,0,2,0,0,0,26,1
6065,Separated,Jail Inmate,6,66614,20,16,37,1,24,0,27,38
6066,Single,Jail Inmate,7,35046,7,16,24,2,8,0,25,22
6067,Single,Jail Inmate,0,,9,6,19,1,6,0,20,7
6068,Single,Jail Inmate,0,,4,0,7,0,0,0,18,2
6069,Single,Jail Inmate,0,,9,5,21,1,3,0,17,31
6070,Married,Jail Inmate,0,,3,1,7,0,0,0,18,0
6071,Single,Pretrial Defendant,0,,9,6,24,3,1,0,25,23
6072,Single,Jail Inmate,0,,4,1,5,0,4,0,21,4
6073,Significant Other,Jail Inmate,0,,6,1,13,0,2,0,36,0
6074,Single,Jail Inmate,0,,44,6,64,0,0,0,35,46
6075,Single,Jail Inmate,0,,22,3,55,0,4,0,16,35
6076,Significant Other,Pretrial Defendant,0,,5,7,17,4,2,0,31,21
6077,Single,Jail Inmate,0,,2,1,14,1,0,0,18,3
6078,Single,Jail Inmate,0,,1,1,7,0,0,0,22,2
6079,Single,Jail Inmate,0,,3,1,8,0,0,0,29,7
6080,Single,Jail Inmate,0,,3,2,14,1,0,0,19,4
6081,Single,Jail Inmate,0,,5,5,12,0,0,0,29,9
6082,Divorced,Jail Inmate,0,,78,6,90,0,7,0,43,82
6083,Single,Pretrial Defendant,0,,5,1,9,0,0,0,24,5
6084,Single,Jail Inmate,0,,2,1,5,0,2,0,25,4
6085,Single,Jail Inmate,0,,3,4,9,0,1,0,31,11
6086,Single,Jail Inmate,0,,0,2,4,0,2,0,18,2
6087,Divorced,Pretrial Defendant,0,,4,3,8,0,0,0,27,9
6088,Separated,Pretrial Defendant,0,,11,11,33,2,1,0,22,15
6089,Single,Jail Inmate,0,,8,3,22,0,0,1,19,20
6090,Significant Other,Jail Inmate,0,,4,2,25,2,0,0,28,10
6091,Single,Pretrial Defendant,0,,2,0,7,0,0,0,24,1
6092,Single,Jail Inmate,0,,2,0,15,0,0,0,19,0
6093,Significant Other,Jail Inmate,0,,8,1,23,0,0,0,16,2
6094,Divorced,Jail Inmate,1,9243,11,22,40,10,2,0,17,39
6095,Single,Jail Inmate,2,91016,19,9,55,1,10,0,15,32
6096,Single,Jail Inmate,0,,7,1,15,2,1,0,15,14
6097,Single,Jail Inmate,1,1414,3,2,20,1,0,0,18,4
6098,Single,Pretrial Defendant,0,,3,18,22,5,5,0,20,28
6099,Significant Other,Pretrial Defendant,0,,16,19,39,3,7,0,18,41
6100,Single,Jail Inmate,0,,2,1,5,0,0,0,28,2
6101,Single,Jail Inmate,0,,1,0,1,0,0,0,24,1
6102,Single,Jail Inmate,0,,,,,,,,,0
6103,Single,Pretrial Defendant,0,,2,1,17,0,2,0,17,1
6104,Married,Pretrial Defendant,0,,0,0,1,0,0,0,39,0
6105,Single,Jail Inmate,0,,9,2,28,0,1,0,18,11
6106,Single,Jail Inmate,0,,9,1,18,0,0,0,18,12
6107,Single,Jail Inmate,0,,0,3,3,1,0,0,22,3
6108,Single,Jail Inmate,0,,2,1,11,0,0,0,26,2
6109,Single,Jail Inmate,0,,1,1,2,0,0,0,18,2
6110,Single,Pretrial Defendant,0,,4,1,10,0,4,0,20,3
6111,Single,Jail Inmate,0,,3,0,7,0,0,0,28,0
6112,Unknown,Jail Inmate,0,,2,0,11,0,0,0,21,0
6113,Single,Jail Inmate,0,,3,0,22,0,0,0,38,1
6114,Married,Jail Inmate,0,,7,3,16,0,2,0,21,15
6115,Single,Jail Inmate,0,,3,0,4,0,0,0,43,4
6116,Single,Jail Inmate,0,,6,1,10,0,2,0,19,6
6117,Single,Jail Inmate,0,,14,11,34,2,9,0,18,29
6118,Single,Pretrial Defendant,0,,4,9,14,1,0,0,22,45
6119,Single,Jail Inmate,0,,6,1,9,0,0,0,18,11
6120,Single,Jail Inmate,0,,0,1,4,1,0,0,22,1
6121,Single,Jail Inmate,0,,,,,,,,,0
6122,Single,Jail Inmate,0,,3,1,4,0,0,0,20,4
6123,Single,Jail Inmate,0,,0,2,3,2,0,0,18,1
6124,Single,Jail Inmate,0,,7,0,13,0,0,0,20,11
6125,Single,Jail Inmate,0,,13,1,26,0,0,0,22,15
6126,Divorced,Pretrial Defendant,0,,1,4,9,1,0,0,46,3
6127,Single,Jail Inmate,0,,2,0,3,0,0,0,42,3
6128,Single,Jail Inmate,0,,1,1,2,0,2,0,20,2
6129,Single,Jail Inmate,0,,1,4,13,2,0,0,24,5
6130,Single,Jail Inmate,0,,4,3,13,1,3,0,20,5
6131,Significant Other,Jail Inmate,0,,3,1,6,0,0,0,25,2
6132,Married,Jail Inmate,4,160836,3,25,37,10,0,0,17,39
6133,Married,Jail Inmate,0,,0,1,4,0,1,0,46,3
6134,Married,Pretrial Defendant,0,,5,5,25,1,0,0,21,17
6135,Single,Jail Inmate,2,477,18,6,32,0,3,0,19,29
6136,Single,Jail Inmate,0,,3,2,7,0,0,0,16,5
6137,Married,Jail Inmate,0,,0,1,5,0,1,0,34,1
6138,Single,Pretrial Defendant,0,,1,0,2,0,0,0,53,2
6139,Single,Jail Inmate,0,,2,0,2,0,2,0,22,2
6140,Single,Jail Inmate,0,,1,1,2,0,0,0,32,2
6141,Single,Jail Inmate,0,,0,2,2,0,0,0,43,2
6142,Single,Jail Inmate,0,,,,,,,,,0
6143,Significant Other,Jail Inmate,8,22320,5,8,14,0,6,0,27,8
6143,Single,Jail Inmate,8,33480,5,8,14,0,6,0,27,12
6144,Single,Pretrial Defendant,6,33768,2,6,9,0,0,0,31,9
6145,Single,Pretrial Defendant,2,8712,5,5,17,0,3,0,18,12
6146,Single,Jail Inmate,0,,2,0,3,0,0,0,27,1
6147,Single,Jail Inmate,0,,3,1,10,0,2,0,19,2
6148,Single,Jail Inmate,0,,1,0,1,1,0,0,24,0
6149,Single,Jail Inmate,0,,2,3,10,0,0,0,17,2
6150,Single,Jail Inmate,0,,1,3,4,2,1,0,30,4
6151,Single,Jail Inmate,0,,,,,,,,,0
6152,Single,Jail Inmate,0,,1,0,4,0,0,0,24,1
6153,Single,Jail Inmate,0,,4,0,6,0,0,0,26,3
6154,Divorced,Jail Inmate,0,,2,0,5,0,0,0,22,0
6155,Single,Jail Inmate,0,,8,10,19,3,4,0,18,27
6156,Single,Jail Inmate,0,,7,0,21,0,4,0,18,0
6157,Single,Pretrial Defendant,0,,1,4,5,2,3,0,16,9
6158,Single,Jail Inmate,0,,1,1,2,0,0,0,16,1
6159,Single,Jail Inmate,1,9120,17,5,34,2,1,0,18,30
6160,Separated,Jail Inmate,0,,7,4,39,0,0,0,20,13
6161,Single,Jail Inmate,0,,5,1,9,0,1,0,22,3
6162,Single,Jail Inmate,0,,3,2,8,0,1,0,23,5
6163,Widowed,Jail Inmate,0,,15,3,20,1,3,0,25,23
6164,Single,Pretrial Defendant,0,,1,1,5,1,0,0,31,2
6165,Divorced,Jail Inmate,0,,7,2,12,0,1,0,29,5
6166,Single,Jail Inmate,0,,6,0,6,1,1,0,18,3
6167,Single,Jail Inmate,0,,16,9,25,2,6,0,22,24
6168,Married,Jail Inmate,0,,1,0,1,0,0,0,64,1
6169,Single,Jail Inmate,0,,6,39,49,6,1,0,17,27
6169,Single,Pretrial Defendant,0,,6,39,49,6,1,0,17,80
6170,Single,Jail Inmate,1,1910,10,2,21,1,3,0,17,10
6171,Single,Pretrial Defendant,0,,2,1,8,0,0,0,42,7
6172,Single,Jail Inmate,0,,1,5,9,1,2,0,27,1
6173,Married,Jail Inmate,0,,1,0,5,0,0,0,65,1
6174,Single,Jail Inmate,0,,0,1,1,1,0,0,31,1
6175,Single,Jail Inmate,0,,0,8,9,2,0,0,18,8
6176,Single,Jail Inmate,0,,7,1,26,0,0,0,17,4
6177,Single,Jail Inmate,0,,3,3,10,0,2,0,17,6
6178,Single,Jail Inmate,0,,4,2,19,0,3,0,20,8
6179,Single,Jail Inmate,1,32006,6,10,24,2,8,0,26,26
6180,Single,Jail Inmate,0,,1,5,6,2,0,0,19,3
6181,Married,Jail Inmate,4,72756,19,12,44,0,13,0,15,47
6182,Single,Jail Inmate,0,,2,0,3,0,0,0,22,2
6183,Single,Jail Inmate,0,,2,1,7,0,2,0,18,3
6184,Single,Jail Inmate,0,,,,,,,,,0
6185,Single,Jail Inmate,0,,8,23,33,2,0,0,19,22
6186,Single,Jail Inmate,0,,9,9,24,4,0,0,36,17
6187,Single,Jail Inmate,0,,2,0,3,0,0,0,26,2
6188,Single,Pretrial Defendant,0,,2,0,6,0,0,0,63,5
6189,Married,Jail Inmate,0,,3,3,7,0,0,0,41,5
6190,Single,Jail Inmate,0,,1,2,4,1,0,0,18,3
6191,Single,Jail Inmate,0,,0,1,1,1,0,0,17,0
6192,Single,Jail Inmate,0,,11,2,22,0,0,0,26,10
6193,Single,Jail Inmate,0,,1,0,1,0,0,0,27,1
6194,Married,Jail Inmate,0,,10,6,32,1,7,0,29,18
6195,Single,Jail Inmate,0,,6,0,15,0,0,0,16,3
6196,Single,Jail Inmate,0,,4,1,9,1,0,0,14,2
6197,Single,Jail Inmate,0,,1,0,3,0,0,0,18,1
6198,Single,Jail Inmate,0,,5,3,9,1,4,0,34,7
6199,Single,Pretrial Defendant,1,7776,11,9,23,4,2,0,20,24
6200,Married,Jail Inmate,0,,0,1,1,0,0,0,26,0
6201,Married,Jail Inmate,0,,0,2,2,0,0,0,49,1
6202,Significant Other,Jail Inmate,0,,8,1,14,1,0,0,30,0
6203,Single,Jail Inmate,0,,3,0,15,0,0,0,18,1
6204,Single,Jail Inmate,0,,3,4,7,0,0,0,20,7
6205,Single,Jail Inmate,0,,21,8,64,2,0,0,28,33
6206,Single,Pretrial Defendant,0,,0,1,4,0,0,0,41,2
6207,Single,Jail Inmate,0,,4,5,9,0,0,0,35,5
6208,Single,Jail Inmate,0,,0,3,13,0,2,0,19,4
6209,Single,Pretrial Defendant,0,,0,0,1,0,0,0,52,0
6210,Single,Jail Inmate,0,,3,7,10,1,0,0,17,7
6211,Married,Pretrial Defendant,0,,9,3,18,0,0,0,24,19
6212,Married,Jail Inmate,0,,1,0,10,0,0,0,37,0
6213,Divorced,Jail Inmate,0,,0,1,1,0,1,0,36,1
6214,Single,Pretrial Defendant,0,,0,4,4,0,3,0,49,7
6215,Single,Jail Inmate,0,,0,2,2,1,0,0,21,2
6216,Single,Jail Inmate,0,,6,2,9,0,4,0,19,4
6217,Single,Jail Inmate,0,,1,1,2,0,0,0,40,2
6218,Single,Jail Inmate,0,,,,,,,,,0
6219,Single,Jail Inmate,0,,5,0,6,0,0,0,28,6
6220,Single,Jail Inmate,0,,0,1,11,1,0,0,19,0
6221,Single,Jail Inmate,0,,2,3,8,1,3,0,20,8
6222,Significant Other,Jail Inmate,0,,5,1,6,0,1,0,21,0
6223,Single,Jail Inmate,0,,2,1,12,0,0,0,36,2
6224,Single,Jail Inmate,0,,1,13,15,0,0,0,19,2
6225,Single,Jail Inmate,0,,1,1,10,0,1,0,13,2
6226,Single,Jail Inmate,0,,6,3,9,1,0,0,41,2
6227,Single,Jail Inmate,0,,5,1,7,0,0,0,19,6
6228,Divorced,Jail Inmate,0,,3,0,4,0,0,0,61,4
6229,Single,Pretrial Defendant,0,,11,2,22,0,0,0,29,16
6230,Married,Jail Inmate,0,,1,0,2,0,0,0,42,1
6231,Single,Jail Inmate,7,7989,1,3,4,2,0,0,22,3
6232,Significant Other,Jail Inmate,0,,,,,,,,,0
6233,Single,Jail Inmate,0,,1,1,2,0,1,0,40,1
6234,Single,Pretrial Defendant,0,,0,5,7,0,5,0,21,5
6235,Single,Jail Inmate,0,,0,2,2,1,0,0,22,2
6236,Married,Jail Inmate,0,,1,0,1,0,0,0,31,1
6237,Divorced,Jail Inmate,0,,4,0,6,0,0,0,39,5
6238,Separated,Jail Inmate,0,,3,1,6,0,0,0,37,2
6239,Married,Jail Inmate,0,,3,2,6,1,0,0,35,5
6240,Separated,Jail Inmate,0,,1,1,2,0,2,0,47,0
6241,Single,Pretrial Defendant,0,,4,0,12,0,1,0,14,2
6242,Married,Jail Inmate,0,,1,0,1,0,0,0,51,1
6243,Married,Jail Inmate,0,,3,0,9,0,0,0,40,2
6244,Single,Jail Inmate,0,,2,4,12,0,5,0,21,6
6245,Single,Pretrial Defendant,1,6936,12,12,63,4,3,0,17,51
6246,Married,Jail Inmate,0,,1,0,4,0,0,0,21,1
6247,Single,Jail Inmate,2,53280,22,11,38,1,17,0,20,43
6248,Single,Jail Inmate,0,,4,1,19,0,0,0,22,4
6249,Divorced,Jail Inmate,0,,9,2,14,0,0,0,24,7
6250,Single,Jail Inmate,0,,18,8,27,4,8,0,18,12
6251,Single,Jail Inmate,0,,6,2,23,0,1,0,18,13
6252,Single,Jail Inmate,0,,0,2,3,1,0,0,27,2
6253,Single,Jail Inmate,0,,2,2,7,0,4,0,34,4
6254,Single,Jail Inmate,0,,0,1,1,0,0,0,26,1
6255,Single,Jail Inmate,0,,,,,,,,,0
6256,Single,Jail Inmate,3,41608,17,7,30,0,5,0,16,28
6257,Widowed,Jail Inmate,0,,,,,,,,,0
6258,Single,Jail Inmate,0,,1,0,10,0,0,0,25,0
6259,Divorced,Jail Inmate,0,,2,0,10,0,0,0,39,0
6259,Divorced,Probation,0,,2,0,10,0,0,0,39,0
6260,Single,Jail Inmate,0,,2,13,15,2,2,0,28,3
6261,Unknown,Jail Inmate,6,12710,0,2,2,1,0,0,51,2
6262,Single,Jail Inmate,0,,0,4,5,2,0,0,35,0
6263,Single,Jail Inmate,7,134520,7,22,32,4,6,0,17,30
6264,Single,Jail Inmate,0,,2,1,3,0,0,0,27,3
6265,Married,Jail Inmate,2,1400,1,1,2,0,0,0,54,2
6266,Single,Jail Inmate,0,,4,0,16,0,0,0,38,3
6267,Single,Jail Inmate,0,,3,0,5,0,0,0,46,1
6268,Single,Jail Inmate,0,,0,1,1,1,0,0,25,1
6269,Divorced,Jail Inmate,0,,0,1,3,1,0,0,27,4
6270,Single,Pretrial Defendant,0,,0,0,1,0,0,0,61,0
6271,Single,Jail Inmate,0,,2,2,14,0,3,0,20,5
6272,Single,Pretrial Defendant,0,,0,1,1,1,0,0,21,2
6273,Single,Jail Inmate,0,,5,3,10,1,4,0,19,7
6274,Single,Jail Inmate,0,,18,14,38,1,8,0,20,42
6275,Single,Jail Inmate,0,,3,1,4,0,0,0,20,4
6276,Single,Jail Inmate,0,,6,4,12,1,5,0,19,19
6277,Single,Pretrial Defendant,9,65654,5,8,13,1,2,0,16,17
6278,Single,Jail Inmate,0,,1,1,2,1,0,0,28,2
6279,Single,Pretrial Defendant,0,,,,,,,,,0
6280,Divorced,Jail Inmate,0,,1,0,1,0,0,0,29,1
6281,Single,Jail Inmate,0,,6,5,24,1,2,0,19,11
6282,Single,Jail Inmate,0,,5,1,9,0,0,0,18,7
6283,Single,Residential Program,0,,4,2,9,0,5,0,52,7
6284,Single,Jail Inmate,0,,2,2,4,0,0,0,18,1
6285,Single,Jail Inmate,0,,3,1,14,0,0,0,31,2
6286,Single,Jail Inmate,0,,8,5,14,0,2,0,18,14
6287,Single,Jail Inmate,0,,4,0,6,0,0,0,28,6
6288,Married,Jail Inmate,0,,0,1,3,0,0,0,46,1
6289,Single,Jail Inmate,0,,6,2,13,0,0,0,28,10
6290,Significant Other,Jail Inmate,0,,1,1,2,0,0,0,58,2
6291,Married,Pretrial Defendant,0,,1,0,1,0,0,0,18,2
6292,Single,Pretrial Defendant,0,,6,5,15,0,0,0,29,26
6293,Single,Jail Inmate,0,,1,0,5,0,0,0,40,1
6294,Married,Jail Inmate,1,13076,6,9,15,3,3,0,15,14
6295,Single,Jail Inmate,0,,0,1,1,1,0,0,24,1
6296,Significant Other,Jail Inmate,0,,11,0,27,0,0,0,19,10
6297,Single,Jail Inmate,0,,6,1,13,1,1,0,20,8
6298,Single,Jail Inmate,11,179709,8,26,34,4,6,0,26,37
6299,Single,Jail Inmate,0,,1,0,1,0,0,0,18,1
6300,Single,Jail Inmate,0,,1,0,1,0,0,0,21,0
6301,Single,Jail Inmate,0,,3,4,20,0,1,0,28,3
6302,Single,Jail Inmate,0,,1,0,2,0,0,0,19,1
6303,Single,Pretrial Defendant,0,,4,0,6,0,0,0,36,3
6304,Single,Jail Inmate,0,,11,3,21,0,4,0,18,15
6305,Single,Pretrial Defendant,0,,1,2,3,1,0,0,19,1
6306,Separated,Jail Inmate,0,,1,0,1,0,0,0,60,1
6307,Married,Jail Inmate,0,,1,0,14,0,0,0,31,1
6308,Single,Jail Inmate,0,,3,0,4,0,0,0,23,4
6309,Single,Jail Inmate,10,110837,12,13,25,0,19,0,21,23
6310,Single,Jail Inmate,0,,1,1,3,1,0,0,19,2
6311,Single,Pretrial Defendant,3,50685,7,16,26,1,5,0,26,31
6312,Single,Jail Inmate,0,,17,8,39,2,2,0,25,20
6313,Separated,Jail Inmate,1,3926,8,8,36,0,0,0,21,26
6314,Single,Jail Inmate,0,,4,4,20,1,3,0,17,2
6315,Single,Jail Inmate,0,,48,3,93,0,0,0,23,60
6316,Divorced,Jail Inmate,0,,9,1,11,1,1,0,22,10
6317,Single,Pretrial Defendant,0,,18,4,29,0,0,0,26,26
6318,Married,Jail Inmate,0,,,,,,,,,0
6319,Single,Jail Inmate,0,,4,4,8,0,3,0,19,9
6320,Single,Jail Inmate,3,116220,21,16,52,1,18,0,24,65
6321,Single,Jail Inmate,1,11124,5,5,10,3,0,0,20,9
6322,Single,Jail Inmate,0,,8,9,28,1,12,0,19,22
6323,Married,Jail Inmate,0,,5,0,15,0,0,0,41,1
6323,Single,Jail Inmate,0,,5,0,15,0,0,0,41,2
6324,Single,Jail Inmate,0,,2,3,12,1,2,0,16,8
6325,Single,Jail Inmate,0,,4,0,19,0,0,0,14,1
6326,Single,Jail Inmate,0,,6,1,9,0,0,0,18,6
6327,Married,Jail Inmate,0,,,,,,,,,0
6328,Divorced,Pretrial Defendant,0,,2,5,11,0,6,0,41,13
6329,Single,Jail Inmate,0,,,,,,,,,0
6330,Single,Jail Inmate,0,,3,1,11,0,0,0,19,5
6331,Single,Jail Inmate,0,,3,0,4,0,0,0,18,2
6332,Single,Jail Inmate,0,,7,4,20,0,4,0,48,9
6333,Single,Jail Inmate,1,594,1,1,3,0,0,0,29,3
6334,Single,Jail Inmate,0,,1,0,7,0,0,0,20,1
6335,Single,Jail Inmate,0,,2,0,3,0,0,0,18,1
6336,Single,Jail Inmate,2,13509,9,6,18,1,1,0,31,19
6337,Significant Other,Pretrial Defendant,4,54834,7,15,45,1,10,0,21,39
6338,Single,Jail Inmate,0,,8,0,8,0,0,0,24,4
6339,Single,Jail Inmate,10,80871,10,12,25,1,5,0,20,21
6340,Separated,Jail Inmate,0,,3,0,7,0,0,0,28,3
6341,Married,Jail Inmate,0,,1,0,1,0,0,0,33,1
6342,Separated,Pretrial Defendant,0,,,,,,,,,0
6343,Single,Jail Inmate,0,,1,1,3,0,0,0,49,3
6344,Single,Pretrial Defendant,0,,6,0,13,0,0,0,24,8
6345,Single,Pretrial Defendant,0,,0,3,3,3,0,0,18,3
6346,Significant Other,Jail Inmate,0,,,,,,,,,0
6347,Single,Jail Inmate,0,,9,3,15,1,1,0,18,10
6348,Single,Jail Inmate,0,,1,1,10,0,2,0,19,0
6349,Single,Jail Inmate,0,,2,1,7,0,2,0,24,3
6350,Married,Jail Inmate,0,,1,0,1,0,0,0,62,1
